Date,Price,Open,High,Low
2022-03-10,285.5900,283.0200,286.6000,280.5800
2022-03-11,280.0700,287.9600,289.5100,279.4300
2022-03-14,276.4400,280.3400,285.4000,275.8200
2022-03-15,287.1500,280.3500,287.8200,278.7300
2022-03-16,294.3900,289.1100,294.5700,283.2000
2022-03-17,295.2200,293.2900,295.6100,289.3700
2022-03-18,300.4300,295.3700,301.0000,292.7300
2022-03-21,299.1600,298.8900,300.1400,294.9000
2022-03-22,304.0600,299.8000,305.0000,298.7700
2022-03-23,299.4900,300.5100,303.2300,297.7200
2022-03-24,304.1000,299.1400,304.2000,298.3200
2022-03-25,303.6800,305.2300,305.5000,299.2900
2022-03-28,310.7000,304.3300,310.8000,304.3300
2022-03-29,315.4100,313.9100,315.8200,309.0500
2022-03-30,313.8600,313.7600,315.9500,311.5800
2022-03-31,308.3100,313.9000,315.1400,307.8900
2022-04-01,309.4200,309.3700,310.1300,305.5400
2022-04-04,314.9700,310.0900,315.1100,309.7100
2022-04-05,310.8800,313.2700,314.8700,309.8700
2022-04-06,299.5000,305.1900,307.0000,296.7100
2022-04-07,301.3700,296.6600,303.6500,296.3500
2022-04-08,296.9700,300.4400,301.1200,296.2800
2022-04-11,285.2600,291.7900,292.6100,285.0000
2022-04-12,282.0600,289.2400,290.7400,280.4900
2022-04-13,287.6200,282.7300,288.5800,281.3000
2022-04-14,279.8300,288.0900,288.3100,279.3200
2022-04-18,280.5200,278.9100,282.4600,278.3400
2022-04-19,285.3000,279.3800,286.1700,278.4100
2022-04-20,286.3600,289.4000,289.7000,285.3700
2022-04-21,280.8100,288.5800,293.3000,280.0600
2022-04-22,274.0300,281.6800,283.2000,273.3800
2022-04-25,280.7200,273.2900,281.1100,270.7700
2022-04-26,270.2200,277.5000,278.3600,270.0000
2022-04-27,283.2200,282.1000,290.9700,279.1600
2022-04-28,289.6300,285.1900,290.9800,281.4600
2022-04-29,277.5200,288.6100,289.8800,276.5000
2022-05-02,284.4700,277.7100,284.9400,276.2200
2022-05-03,281.7800,283.9600,284.1300,280.1500
2022-05-04,289.9800,282.5900,290.8800,276.7300
2022-05-05,277.3500,285.5400,286.3500,274.3400
2022-05-06,274.7300,274.8100,279.2500,271.2700
2022-05-09,264.5800,270.0600,272.3600,263.3200
2022-05-10,269.5000,271.6900,273.7500,265.0700
2022-05-11,260.5500,265.6800,271.3600,259.3000
2022-05-12,255.3500,257.6900,259.8800,250.0200
2022-05-13,261.1200,257.3500,263.0400,255.3500
2022-05-16,261.5000,259.9600,265.8200,255.7800
2022-05-17,266.8200,266.1100,268.3300,262.4600
2022-05-18,254.0800,263.0000,263.6000,252.7700
2022-05-19,253.1400,253.9000,257.6700,251.8800
2022-05-20,252.5600,257.2400,258.5400,246.4400
2022-05-23,260.6500,255.4900,261.5000,253.4300
2022-05-24,259.6200,257.8900,261.3300,253.5000
2022-05-25,262.5200,258.1400,264.5800,257.1300
2022-05-26,265.9000,262.2700,267.1100,261.4300
2022-05-27,273.2400,268.4800,273.3400,267.5600
2022-05-31,271.8700,272.5300,274.7700,268.9300
2022-06-01,272.4200,275.2000,277.6900,270.0400
2022-06-02,274.5800,264.4500,274.6500,261.6000
2022-06-03,270.0200,270.3100,273.4500,268.4100
2022-06-06,268.7500,272.0600,274.1800,267.2200
2022-06-07,272.5000,266.6400,273.1300,265.9400
2022-06-08,270.4100,271.7100,273.0000,269.6100
2022-06-09,264.7900,267.7800,272.7100,264.6300
2022-06-10,252.9900,260.5800,260.5800,252.5300
2022-06-13,242.2600,245.1100,249.0200,241.5300
2022-06-14,244.4900,243.8600,245.7400,241.5100
2022-06-15,251.7600,248.3100,255.3000,246.4200
2022-06-16,244.9700,245.9800,247.4200,243.0200
2022-06-17,247.6500,244.7000,250.5000,244.0300
2022-06-21,253.7400,250.2600,254.7500,249.5100
2022-06-22,253.1300,251.8900,257.1700,250.3700
2022-06-23,258.8600,255.5700,259.3700,253.6300
2022-06-24,267.7000,261.8100,267.9800,261.7200
2022-06-27,264.8900,268.2100,268.3000,263.2800
2022-06-28,256.4800,263.9800,266.9100,256.3200
2022-06-29,260.2600,257.5900,261.9700,255.7600
2022-06-30,256.8300,257.0500,259.5300,252.9000
2022-07-01,259.5800,256.3900,259.7700,254.6100
2022-07-05,262.8500,256.1600,262.9800,254.7400
2022-07-06,266.2100,263.7500,267.9900,262.4000
2022-07-07,268.4000,265.1200,269.0600,265.0200
2022-07-08,267.6600,264.7900,268.1000,263.2900
2022-07-11,264.5100,265.6500,266.5300,262.1800
2022-07-12,253.6700,265.8800,265.9400,252.0400
2022-07-13,252.7200,250.1900,253.5500,248.1100
2022-07-14,254.0800,250.5700,255.1400,245.9400
2022-07-15,256.7200,255.7200,260.3700,254.7700
2022-07-18,254.2500,259.7500,260.8400,253.3000
2022-07-19,259.5300,257.5800,259.7200,253.6800
2022-07-20,262.2700,259.9000,264.8700,258.9100
2022-07-21,264.8400,259.7900,264.8900,257.0300
2022-07-22,260.3600,265.2400,265.3300,259.0700
2022-07-25,258.8300,261.0000,261.5000,256.8100
2022-07-26,251.9000,259.8600,259.8800,249.5700
2022-07-27,268.7400,261.1600,270.0500,258.8500
2022-07-28,276.4100,269.7500,277.8400,267.8700
2022-07-29,280.7400,277.7000,282.0000,276.6300
2022-08-01,278.0100,277.8200,281.2800,275.8400
2022-08-02,274.8200,276.0000,277.8900,272.3800
2022-08-03,282.4700,276.7600,283.5000,276.6100
2022-08-04,283.6500,281.8000,283.8000,280.1700
2022-08-05,282.9100,279.1500,283.6500,278.6800
2022-08-08,280.3200,284.0500,285.9200,279.3200
2022-08-09,282.3000,279.6400,283.0800,277.6100
2022-08-10,289.1600,288.1700,289.8100,286.9400
2022-08-11,287.0200,290.8500,291.2100,286.5100
2022-08-12,291.9100,288.4800,291.9100,286.9400
2022-08-15,293.4700,291.0000,294.1800,290.1100
2022-08-16,292.7100,291.9900,294.0400,290.4200
2022-08-17,291.3200,289.7400,293.3500,289.4700
2022-08-18,290.1700,290.1900,291.9100,289.0800
2022-08-19,286.1500,288.9000,289.2500,285.5600
2022-08-22,277.7500,282.0800,282.4600,277.2200
2022-08-23,276.4400,276.4400,278.8600,275.4000
2022-08-24,275.7900,275.4100,277.2300,275.1100
2022-08-25,278.8500,277.3300,279.0200,274.5200
2022-08-26,268.0900,279.0800,280.3400,267.9800
2022-08-29,265.2300,265.8500,267.4000,263.8500
2022-08-30,262.9700,266.6700,267.0500,260.6600
2022-08-31,261.4700,265.3900,267.1100,261.3300
2022-09-01,260.4000,258.8700,260.8900,255.4100
2022-09-02,256.0600,261.7000,264.7400,254.4700
2022-09-06,253.2500,256.2000,257.8300,251.9400
2022-09-07,258.0900,254.7000,258.8300,253.2200
2022-09-08,258.5200,257.5100,260.4300,254.7900
2022-09-09,264.4600,260.5000,265.2300,260.2900
2022-09-12,266.6500,265.7800,267.4500,265.1600
2022-09-13,251.9900,258.8400,260.4000,251.5900
2022-09-14,252.2200,253.5300,254.2300,249.8600
2022-09-15,245.3800,249.7700,251.4000,244.0200
2022-09-16,244.7400,244.2600,245.3000,242.0600
2022-09-19,244.5200,242.4700,245.1400,240.8500
2022-09-20,242.4500,242.0700,243.5100,239.6400
2022-09-21,238.9500,244.2700,247.6600,238.9000
2022-09-22,240.9800,237.8700,243.8600,237.5700
2022-09-23,237.9200,239.5400,241.1300,235.2000
2022-09-26,237.4500,237.0500,241.4500,236.9000
2022-09-27,236.4100,239.9800,241.8000,234.5000
2022-09-28,241.0700,236.8100,242.3300,234.7300
2022-09-29,237.5000,238.8900,239.9500,234.4100
2022-09-30,232.9000,238.2900,240.5400,232.7300
2022-10-03,240.7400,235.4100,241.6100,234.6600
2022-10-04,248.8800,245.0900,250.3600,244.9800
2022-10-05,249.2000,245.9900,250.5800,244.1000
2022-10-06,246.7900,247.9300,250.3400,246.0800
2022-10-07,234.2400,240.9000,241.3200,233.1700
2022-10-10,229.2500,233.0500,234.5600,226.7300
2022-10-11,225.4100,227.6200,229.0600,224.1100
2022-10-12,225.7500,225.4000,227.8600,223.9600
2022-10-13,234.2400,219.8500,236.1000,219.1300
2022-10-14,228.5600,235.5400,237.2400,228.3400
2022-10-17,237.5300,235.8200,238.9600,235.1400
2022-10-18,238.5000,243.2400,243.9300,235.3700
2022-10-19,236.4800,237.0400,239.6100,234.2900
2022-10-20,236.1500,235.7700,241.3100,234.8700
2022-10-21,242.1200,234.7400,243.0000,234.5000
2022-10-24,247.2500,243.7600,247.8400,241.3000
2022-10-25,250.6600,247.2600,251.0400,245.8300
2022-10-26,231.3200,231.1700,238.3000,230.0600
2022-10-27,226.7500,231.0400,233.6900,225.7800
2022-10-28,235.8700,226.2400,236.6000,226.0500
2022-10-31,232.1300,233.7600,234.9200,231.1500
2022-11-01,228.1700,234.6000,235.7400,227.3300
2022-11-02,220.1000,229.4600,231.3000,220.0400
2022-11-03,214.2500,220.0900,220.4100,213.9800
2022-11-04,221.3900,217.5500,221.5900,213.4300
2022-11-07,227.8700,221.9900,228.4100,221.2800
2022-11-08,228.8700,228.7000,231.6500,225.8400
2022-11-09,224.5100,227.3700,228.6300,224.3300
2022-11-10,242.9800,235.4300,243.3300,235.0000
2022-11-11,247.1100,242.9900,247.9900,241.9300
2022-11-14,241.5500,241.9900,243.9100,239.2100
2022-11-15,241.9700,245.6600,247.0000,240.0300
2022-11-16,241.7300,242.7900,243.8000,240.4200
2022-11-17,241.6800,237.7800,243.2500,237.6300
2022-11-18,241.2200,243.5100,243.7400,239.0300
2022-11-21,242.0500,241.4300,244.6700,241.1900
2022-11-22,245.0300,243.5900,245.3100,240.7100
2022-11-23,247.5800,245.1100,248.2800,244.2700
2022-11-25,247.4900,247.3100,248.7000,246.7300
2022-11-28,241.7600,246.0800,246.6500,240.8000
2022-11-29,240.3300,241.4000,242.7900,238.2100
2022-11-30,255.1400,240.5700,255.3300,239.8600
2022-12-01,254.6900,253.8700,256.1200,250.9200
2022-12-02,255.0200,249.8200,256.0600,249.6900
2022-12-05,250.2000,252.0100,253.8200,248.0600
2022-12-06,245.1200,250.8200,251.8600,243.7800
2022-12-07,244.3700,244.8300,246.1600,242.2100
2022-12-08,247.4000,244.8400,248.7400,243.0600
2022-12-09,245.4200,244.7000,248.3100,244.1600
2022-12-12,252.5100,247.4500,252.5400,247.1700
2022-12-13,256.9200,261.6900,263.9200,253.0700
2022-12-14,257.2200,257.1300,262.5900,254.3100
2022-12-15,249.0100,253.7200,254.2000,247.3400
2022-12-16,244.6900,248.5500,249.8400,243.5100
2022-12-19,240.4500,244.8600,245.2100,238.7100
2022-12-20,241.8000,239.4000,242.9100,238.4200
2022-12-21,244.4300,241.6900,245.6200,240.1100
2022-12-22,238.1900,241.2600,241.9900,233.8700
2022-12-23,238.7300,236.1100,238.8700,233.9400
2022-12-27,236.9600,238.7000,238.9300,235.8300
2022-12-28,234.5300,236.8900,239.7200,234.1700
2022-12-29,241.0100,235.6500,241.9200,235.6500
2022-12-30,239.8200,238.2100,239.9600,236.6600
2023-01-03,239.5800,243.0800,245.7500,237.4000
2023-01-04,229.1000,232.2800,232.8700,225.9600
2023-01-05,222.3100,227.2000,227.5500,221.7600
2023-01-06,224.9300,223.0000,225.7600,219.3500
2023-01-09,227.1200,226.4500,231.2400,226.4100
2023-01-10,228.8500,227.7600,231.3100,227.3300
2023-01-11,235.7700,231.2900,235.9500,231.1100
2023-01-12,238.5100,235.2600,239.9000,233.5600
2023-01-13,239.2300,237.0000,239.3700,234.9200
2023-01-17,240.3500,237.9700,240.9100,237.0900
2023-01-18,235.8100,241.5700,242.3800,235.5200
2023-01-19,231.9300,233.7800,235.5200,230.6800
2023-01-20,240.2200,234.8600,240.7400,234.5100
2023-01-23,242.5800,241.1000,245.1700,239.6500
2023-01-24,242.0400,242.5000,243.9500,240.4400
2023-01-25,240.6100,234.4800,243.3000,230.9000
2023-01-26,248.0000,243.6500,248.3100,242.0000
2023-01-27,248.1600,248.9900,249.8300,246.8300
2023-01-30,242.7100,244.5100,245.6000,242.2000
2023-01-31,247.8100,243.4500,247.9500,242.9500
2023-02-01,252.7500,248.0000,255.1800,245.4700
2023-02-02,264.6000,258.8200,264.6900,257.2500
2023-02-03,258.3500,259.5400,264.2000,257.1000
2023-02-06,256.7700,257.4400,258.3000,254.7800
2023-02-07,267.5600,260.5300,268.7700,260.0800
2023-02-08,266.7300,273.2000,276.7600,266.2100
2023-02-09,263.6200,273.8000,273.9800,262.8000
2023-02-10,263.1000,261.5300,264.0900,260.6600
2023-02-13,271.3200,267.6400,274.6000,267.1500
2023-02-14,272.1700,272.6700,274.9700,269.2800
2023-02-15,269.3200,268.3200,270.7300,266.1800
2023-02-16,262.1500,264.0200,266.7400,261.9000
2023-02-17,258.0600,259.3900,260.0900,256.0000
2023-02-21,252.6700,254.4800,255.4900,251.5900
2023-02-22,251.5100,254.0900,254.3400,250.3400
2023-02-23,254.7700,255.5600,256.8400,250.4800
2023-02-24,249.2200,249.9600,251.0000,248.1000
2023-02-27,250.1600,252.4600,252.8200,249.3900
2023-02-28,249.4200,249.0700,251.4900,248.7300
2023-03-01,246.2700,250.7600,250.9300,245.7900
2023-03-02,251.1100,246.5500,251.4000,245.6100
2023-03-03,255.2900,252.1900,255.6200,251.3900
2023-03-06,256.8700,256.4300,260.1200,255.9800
2023-03-07,254.1500,256.3000,257.6900,253.3900
2023-03-08,253.7000,254.0400,254.5400,250.8100
2023-03-09,252.3200,255.8200,259.5600,251.5800
2023-03-10,248.5900,251.0800,252.7900,247.6000
2023-03-13,253.9200,247.4000,257.9100,245.7300
2023-03-14,260.7900,256.7500,261.0700,255.8600
2023-03-15,265.4400,259.9800,266.4800,259.2100
2023-03-16,276.2000,265.2100,276.5600,263.2800
2023-03-17,279.4300,278.2600,283.3300,276.3200
2023-03-20,272.2300,276.9800,277.4800,269.8500
2023-03-21,273.7800,274.8800,275.0000,269.5200
2023-03-22,272.2900,273.4000,281.0400,272.1800
2023-03-23,277.6600,277.9400,281.0600,275.2000
2023-03-24,280.5700,277.2400,280.6300,275.2800
2023-03-27,276.3800,280.5000,281.4600,275.5200
2023-03-28,275.2300,275.7900,276.1400,272.0500
2023-03-29,280.5100,278.9600,281.1400,278.4100
2023-03-30,284.0500,284.2300,284.4600,281.4800
2023-03-31,288.3000,283.7300,289.2700,283.0000
2023-04-03,287.2300,286.5200,288.2700,283.9500
2023-04-04,287.1800,287.2300,290.4500,285.6700
2023-04-05,284.3400,285.8500,287.1500,282.9200
2023-04-06,291.6000,283.2100,292.0800,282.0300
2023-04-10,289.3900,289.2100,289.6000,284.7100
2023-04-11,282.8300,285.7500,285.9800,281.6400
2023-04-12,283.4900,284.7900,287.0100,281.9600
2023-04-13,289.8400,283.5900,289.9000,283.1700
2023-04-14,286.1400,287.0000,288.4800,283.6900
2023-04-17,288.8000,289.9300,291.6000,286.1600
2023-04-18,288.3700,291.5700,291.7600,287.0100
2023-04-19,288.4500,285.9900,289.0500,284.5400
2023-04-20,286.1100,285.2500,289.0300,285.0800
2023-04-21,285.7600,285.0100,286.2700,283.0600
2023-04-24,281.7700,282.0900,284.9500,278.7200
2023-04-25,275.4200,279.5100,281.6000,275.3700
2023-04-26,295.3700,296.7000,299.5700,292.7300
2023-04-27,304.8300,295.9700,305.2000,295.2500
2023-04-28,307.2600,304.0100,308.9300,303.3100
2023-05-01,305.5600,306.9700,308.6000,305.1500
2023-05-02,305.4100,307.7600,309.1800,303.9100
2023-05-03,304.4000,306.6200,308.6100,304.0900
2023-05-04,305.4100,306.2400,307.7600,303.4000
2023-05-05,310.6500,305.7200,311.9700,304.2700
2023-05-08,308.6500,310.1300,310.2000,306.0900
2023-05-09,307.0000,308.0000,310.0400,306.3100
2023-05-10,312.3100,308.6200,313.0000,307.6700
2023-05-11,310.1100,310.1000,311.1200,306.2600
2023-05-12,308.9700,310.5500,310.6500,306.6000
2023-05-15,309.4600,309.1000,309.9000,307.5900
2023-05-16,311.7400,309.8300,313.7100,309.8300
2023-05-17,314.0000,312.2900,314.4300,310.7400
2023-05-18,318.5200,314.5300,319.0400,313.7200
2023-05-19,318.3400,316.7400,318.7500,316.3700
2023-05-22,321.1800,318.6000,322.5900,318.0100
2023-05-23,315.2600,320.0300,322.7200,315.2500
2023-05-24,313.8500,314.7300,316.5000,312.6100
2023-05-25,325.9200,323.2400,326.9000,320.0000
2023-05-26,332.8900,324.0200,333.4000,323.8800
2023-05-30,331.2100,335.2300,335.7400,330.5200
2023-05-31,328.3900,332.2900,335.9400,327.3300
2023-06-01,332.5800,325.9300,333.5300,324.7200
2023-06-02,335.4000,334.2500,337.5000,332.5500
2023-06-05,335.9400,335.2200,338.5600,334.6600
2023-06-06,333.6800,335.3300,335.3700,332.1700
2023-06-07,323.3800,331.6500,334.4900,322.5000
2023-06-08,325.2600,323.9400,326.6400,323.3500
2023-06-09,326.7900,324.9900,329.9900,324.4100
2023-06-12,331.8500,328.5800,332.1000,325.1600
2023-06-13,334.2900,334.4700,336.9800,330.3900
2023-06-14,337.3400,334.3400,339.0400,332.8100
2023-06-15,348.1000,337.4800,349.8400,337.2000
2023-06-16,342.3300,351.3200,351.4700,341.9500
2023-06-20,338.0500,339.3100,342.0800,335.8600
2023-06-21,333.5600,336.3700,337.7300,332.0700
2023-06-22,339.7100,334.1200,340.1200,333.3400
2023-06-23,335.0200,334.3600,337.9600,333.4500
2023-06-26,328.6000,333.7200,336.1100,328.4900
2023-06-27,334.5700,331.8600,336.1500,329.3000
2023-06-28,335.8500,334.6600,337.9800,333.8100
2023-06-29,335.0500,334.7100,336.1100,332.6200
2023-06-30,340.5400,337.7500,342.7300,337.2000
2023-07-03,337.9900,339.1900,340.9000,336.5700
2023-07-05,338.1500,335.0900,341.6500,334.7300
2023-07-06,341.2700,337.3000,342.9900,335.5000
2023-07-07,337.2200,339.3200,341.7900,337.0000
2023-07-10,331.8300,334.6000,335.2300,327.5900
2023-07-11,332.4700,331.0600,332.8600,327.0000
2023-07-12,337.2000,336.6000,341.6500,335.6700
2023-07-13,342.6600,339.5600,343.7400,339.0200
2023-07-14,345.2400,347.5900,351.4300,344.3100
2023-07-17,345.7300,345.6800,346.9900,342.2000
2023-07-18,359.4900,345.8300,366.7800,342.1700
2023-07-19,355.0800,361.7500,362.4600,352.4400
2023-07-20,346.8700,353.5700,357.9700,345.3700
2023-07-21,343.7700,349.1500,350.3000,339.8300
2023-07-24,345.1100,345.8500,346.9200,342.3100
2023-07-25,350.9800,347.1100,351.8900,345.0700
2023-07-26,337.7700,341.4400,344.6700,333.1100
2023-07-27,330.7200,340.4800,341.3300,329.0500
2023-07-28,338.3700,333.6700,340.0100,333.1700
2023-07-31,335.9200,336.9200,337.7000,333.3600
2023-08-01,336.3400,335.1900,338.5400,333.7000
2023-08-02,327.5000,333.6300,333.6300,326.3600
2023-08-03,326.6600,326.0000,329.8800,325.9500
2023-08-04,327.7800,331.8800,335.1400,327.2400
2023-08-07,330.1100,328.3700,331.1100,327.5200
2023-08-08,326.0500,326.9600,328.7500,323.0000
